k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__chrysanthemi	263449	4475144	66723	650021	518801	73843	4475146	1119485	9800
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila	299518	273232	182176	181007	589626	542444	199722	3760917	194188	1054015	263631	182004	230139	570491	575256	194142	179166	4348519	357951	361231	559584	287314	370180	593893	302650	364035	258255	185186	584653	364334	359376	177459	4417185	197974	196473	924919	359105	193829	368699	193381	586635	188638	294481	359766	358415	182771	183820	366995	195107	265735	192330	358757	176940	594106	577568	568909	359495	568150	1017452	181612	966069	368810	260687	192963	271084	361384	4335320	186178	233593	264713	368452	592817	579970	197591	593998	181280	537012	4306262	587358	186705	365152	183978	193939	357092	290102	561756	361159	197982	575407	349435	588591	351952	187152	2930682	550767	336632	551161	183323	359062	592936	260554	177858	180110	319501	581835	267180	300180	562137	554743	234298	181978	359082	561627	296604	548475	360750	186868	592323	350407	190584	261401	366606	193495	1053854	369760	331760	334803	926221	358694	293077	179446	583436	337397	556939	365331	2740622	176005	358526	361853	190702	363731	363243	588996	543645	232921	583498	194159	365115	193108	587822	173820	966981	579826	178331	180127	192909	273646	191258	290650	181024	174005	190265	580849	214443	593939	359380	369840	179814	366430	176638	593043	577661	591570	272463	588471	2816368	190681	264874	174337	197389	589487	361582	541784	174205	899714	175696
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Rhodospirillum; s__rubrum	4339256
k__Bacteria; p__[Thermi]; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus; s__	27993	1105540	537430	535809	3828367	551626	171944	2130193	809960	352672	136627	165994	4458381	112592	1357	1105268	154605	1104783	30085	812712	104338	867135	1110245	1110695	807486	41572	4367972	63588	354116	1106455	4301609	326104	150904	243944	814413	162821	105041	536169	1110513	1324	247103	273039	565860	238935	1104654	242883	106663	71171	1107323	169624	1317	313176	67866	81961	4457360	4295564	1109826	111711	290466	1106772	24092	1107417	67904	1110637	162633	17962	232410	53657	1128104	1113226	3043952	60614	60615	60613	18989	45737	4432233	148638	1108132	60604	4304879	338493	47782	29817	1110973	38282
k__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales; f__Desulfurococcaceae; g__Ignicoccus; s__	252944	16514	921
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__	4184496	550936	4352199	4467578	2398183	2085051	4456096	529453	4342642	4319899	4423770	1736996	1136790	4440190	4317815	908375	520667	4297691	4297696	3235576	940617	3375837	4432029	1896087	862539	4407346	218820	1950492	4329913	3448890	4466189	4386602	522825	1130054	1704875	4372171	1141607	4362242	2723414	4420958	3907731	809380	1713205	942443	4449099	4472949	4419594	4379116	4470127	2841561	4411197	4322998	4378932	243209	4479230	4311478	938948	4482834	4476654	4451179	1140927	1010920	368299	4314505	4452538	4386435	4386433	4371126	4426770	4299321	2825358	1644207	4445807	645055	911198	1873204	4314362	3818825	4173617	4419387	4436339	4343720	4391463	4357809	370390	4371427	1683956	3418432	4395786	4466659	4315000	4295508	4365470	2077114	4473295	2231405	1580210	4325253	4335928	2078948	4333111	3302906	4421224	1728055	2580667	1749615	4470989	4379223	4474333	4411919	1543012	4312616	4390366	4425866	2209962	4299582	4322001	1056930	2555746	4351303	4315948	4318972	4335016	4439398	2040982	134602	3445563	1012577	4364108	58280	2548639	1937180	4394698	4394699	4301980	1670431	4388627	4429195	1856997	4317120	4395349	4411099	1576952	4389042	342025	4440438	4254313	11309	4360150	4374290	4374296	4294973	4460454	1758073	4320608	4294773	3609308	4466843	4410803	510814	4443390	3317443	1572248	4295847	4339047	11330	4303218	2716503	2716504	3461438	4332485	4293083	30752	4360762	4320831	2217074	4310467	4317112	4398643	875992	518865	4467966	4324143	4323555	4323554	1017487	1080676	4432810	3492685	11317	4376382	4298468	4298465	4298460	1130857	255481	305557	4482036	2155320	4318567	4439688	2386809	4443665	4432722	4433890	4459876	3997689	4312531	4353770	4387672	4370143	1096339	898667	3607780	4443387	4340963	4316307	1592748	4313197	4464146	1071150	4483573	1131737	4318377	855912	4382445	4455039	4392218	4441467	4343717	1541941	828676	11305	4299137	4303836	4468411	584703	2682599	4367949	4401657	4465237	4321544	3433842	4363072	1750702	11325	4433873	4298471	4403110	4323491	4321439	4305932	4374642	4320621	4441848	4348157	976962	4256473	4313077	357867	4335449	4299476	4299472	4363719	4300198	4305809	4322542	1676534	4455257	4437114	4313180	4447261	4413237	4480520	876726	4445574	4456095	4456091	68347	4376706	4394076	20351	4346299	4307753	4331219	2841106	941024	4347367	4417574	4451878	4451875	4451871	4411732	4322971	4367954	1875986	4447987	4301884	4314425	4326953	4298305	2146495	4475522	4316074	4316075	1965430	4323000	4408988	2764051	4333154	1622027	4433988	4341490	1139769	4423897	4423896	4309277	4421199	4456032	4317931	4383963	4405932	4319743	908294	1622026	4324485	4300712	2438396	4330914	4405570	2614328	4400257	3221156	4014628	4407326	4301254	883787	4298119	4423452	4423457	4317472	2306311	4467314	3069101	549667	4306414	937834	4469812	4405431	4329885	156691	3179355	2838575	633119	4409106	4429314	4367808	4363492	1091843	4364635	4320559	4448152	4299522	4455886	2997464	4339635	4196762	4196761	4469140	351979	4395977	4319640	4309698	4309699	1604558	4305828	3388775	4435659	4316395	4379366	4484288	4370034	4362911	4326761	2432791	4382328	2048200	4393449	4319190	894818	4331568	4453823	4471048	4307305	3836659	1101912	4423425	4375564	4234219	4321547	499019	4386300	4307474	4380591	4310427	4391161	2504842	3503849	4416509	1863647	1142093	4479600	4382811	4312743	4343012	4301647	1843812	4476923	4405869	1537466	4054783	3190388	4317714	4313888	4435129	1138260	4403494	514649	4338211	4300986	4313722	860519	4446150	4307309	4307307	4432229	4302520	4346369	2276298	572889	4448348	345114	357530	4415855	993737	1133512	4377613	4309514	929486	4467695	1072503	961158	4318582	572237	2900631	2771930	928764	4380587	895579	4350334	3335825	3928480	4379473	545299	4305308	4461882	4390393	4309643	801970	4367184	3190394	4481922	1640060	4399768	4399762	72688	4320461	4043436	4324099	4324097	4415943	4302217	4387092	4480508	2682602	4448731	4396782	4321919	3073894	4465241	4318997	945475	869295	3394073	3965365	4334788	4357340	4354497	4455182	1754876	4318599	3353458	931310	2987631	4440186	4308793	4306921	4311843	4372538	4461867	4461868	4369050	106163	4295392	515577	4375565	2297428	4395962	1654477	4415701	4404164	4417741	4359305	4294781	4297951	1713199	4314707	4419553	4360687	4317159	4392669	4449246	4449244	4372795	4306089	40432	4323515	4323514	1944492	912528	581962	4370405	444857	4391542	1127386
k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Caldicellulosiruptoraceae; g__Caldicellulosiruptor; s__saccharolyticus	16094	1611605	144686	332523	776622	16089	4455451	16099	16091	16090	16093	16092	16096	16101	168397	367376	16103	351375	1803423	4329133	4396929	2834267
k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Acidobacterium; s__	1105327	205288	1003326
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Shewanellaceae; g__Shewanella; s__	320502	163507	802871	268461	1139892	147472	4327679	101407	826078	332244	1115979	198224	4378170	3974550	212576	4378166	4378167	4378164	4397158	734269	9060	539811	286679	84722	362331	4330447	75869	1753043	1753041	346602	145907	4476907	372983	278789	799747	718250	196404	4424486	813238	682976	569132	765211	276135	811894	776711	9074	9072	9073	9071	158342	265579	263552	4460732	623960	828983	575480	20504	831590	4460854	751238	161381	70300	188632	4337175	9041	1121474	827577	3505031	825607	40030	4378168	33048	4164828	4447563	119545	113468	575055	324409	189118	4434792	142511	4462250	4412804	4442628	237979	752238	4469401	37061	132625	140929	827224	704100	4337171	4337174	4337176	1106118	163061	4390687	292781	4300623	141082	803402	246712	4462244	69583	91958	9025	9027	9023	173543	1107612	1144163	264966	811414	4337173	4337177	2367844	1115125	639148	834766	831100	210193	229619	4378169	4378165	707353	128403	2181597	232605	85371	1108820	837140	837144	756496	245042	146524	836783	9061	61817	92948	9032	9031	4378477	718413	4376928	757550	793493	84951	589412	4376927	161312	690001	254680	1137616	148004	9107	9102	9103	9100	681202	75631	3108243	533839	1109734	4464979	1962478	171119	1145452	613701	791973	9003	789558	128159	4452190	2939387	150675	205426	360010	103376	828509	84447	805561	112781	228400	1119087	19872	1111459	830956	4449137	260399	140959	663511	705545	161612	54246	1110954	161101	4421983	236601	3788975	826384	198944	791149	1116329	133572	1023315	141910	4392113	663258	742651	231026	131330	617835	315953	1108423	999621	323759	4387716	1139798	700356	4334194	568746	185003	38945	4476984	827918	236081	349841	266148	70808	170907	1115532	113783	140973	234701	829562	267902	827191	111615	1864251	248895	586719	839556	4414516	796142	1119588	831929	891733
k__Archaea; p__Euryarchaeota; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Pyrococcus; s__	768	766	100556	4358638	111955	915156	4418835	4418834
k__Bacteria; p__Thermotogae; c__Thermotogae; o__Thermotogales; f__Thermotogaceae; g__Thermotoga; s__	721654	1124214	628548	27647	1104865	4371180	412424	1235	255056	278335	734487	3767467	88247	1142113	4460990	541059	1105494	303956	114723
k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Thermoanaerobacteraceae; g__Thermoanaerobacter; s__	4405852	703513	4460067	4340671	4379793	1636544	4349012	753892	169356	4108091	2402434	811767	4014987	137993	770082	108977	1636545	13793	4463858	4482365	1141770	3061927	108146
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__	494928	241488	4451643	907604	896971	740552	4400868	992758	735173	1025987	690065	1068284	1067870	74406	248881	2613485	885291	1017746	4310512	855586	945243	1080803	703010	4346070	246308	750533	1081950	1097961	589062	896341	494919	930925	1764307	1083461	959660	4298483	554538	253956	4464721	30493	2171537	1051937	1043320	4390922	852453	148616	437599	877461	819175	4421479	986282	1046460	495086	963778	912258	4315008	884521	4311598	4401350	72586	4395783	581290	1526277	536298	1103426	821551	993127	966441	4334741	1011211	4465803	970302	4375685	4321189	249552	4370096	1098813	904122	964092	221666	1003710	4300340	4321559	905769	949835	4303715	4341440	243751	4297565	4319921	4330461	592832	588508	4295199	1031210	1035532	643126	4315605	521395	495017	564437	517819	4299854	956893	970138	4412630	3218290	926535	881505	494521	217816	873505	435264	1072288	1065180	635083	4339837	4300292	4322554	4309311	252500	4453031	4416117	997228	433468	1079076	1042175	4296862	550226	982112	495451	495450	4340587	692756	4441469	556500	4468661	4372076	419945	552064	884827	530436	1931	584513	253926	961512	997010	985040	4443916	2673987	1047237	138179	4437520	950533	4447260	546790	960416	1022691	4339091	974311	1036271	4393926	938332	4401312	761992	952941	4355928	3151138	4300136	590049	4401960	4477233	963376	984598	4409550	961445	976492	4420369	4372443	131765	910265	998587	918042	4311161	555481	979707	4315834	4302183	236877	1017404	1099175	1011417	4399010	518433	1004622	1068872	1055736	253552	4316156	1951	4435338	4318028	874462	4316683	1061269	4395976	906160	1035401	4409545	72284	1058235	423742	4345103	996008	4312341	660099	900885	1058090	767270	1032090	4365687	1075307	976332	569151	4344926	4301737	617803	4437725	4387396	4304667	4309689	551445	4456013	4431497	4294607	71638	530164	862136	1030041	4447259	237021	990658	856637	514880	4366750	493104	941078	943089	4360794	4336890	4336892	1055711	4304865	4303907	992142	888414	4319668	4431489	409674	964040	945723	449245	256948	676761	1950	537371	4300577	4421531	693282	1005999	1001120	943774	3718254	922947	854436	913002	4321519	605636	955917	1073271	938499	988821	1606937	1061232	4364967	4459993	1029036	1047083	1034947	1054020	4435777	4445177	963014	4465405	926473	4405360	4401606	4405002	883556	1088124	4433684	28623	943626	4295419	923907	749132	4449943
k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__Chloroflexales; f__Chloroflexaceae; g__Chloroflexus; s__	1112231	4387155	1108384	72831	4425651	187926	4323153	244957	1108092	806709	471224	1110320	1109109	1112821	73605	1104827	1108426	1105318	4328306	1108297	1110974
k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Chlorobium; s__phaeobacteroides	133739
k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__	1133950	813605	968485	817593	344057	170011	1076643	3078912	4328482	1018538	138071	170634	942536	172829	556641	1054174	138099	663827	126226	251077	4296941	1024197	307654	593108	1121856	219134	171712	350111	4474070	95404	167964	1418	1419	1410	1022316	237664	3313143	830916	159842	546802	3110915	786067	170202	260458	4417494	94705	1137204	821898	4344009	4368365	171337	389682	250725	1126174	1133399	1124689	226597	926531	1145420	885371	518775	272577	752311	332198	405062	4322185	829281	963673	3807096	3807098	155693	888891	242608	1902911	172621	2008908	4401325	4401327	1023123	138650	1144249	697211	279558	160687	406491	735002	88400	4437418	819808	1043665	169628	862949	914360	932090	4396847	298891	4397479	120096	167924	4447100	139395	369484	466712	128604	4396446	224771	3874043	1139683	4484286	4409703	365101	4379520	97958	1140416	4295034	760505	1038774	923828	223853	1121937	1085752	115072	895341	136570	4456283	138316	828178	250755	1103054	243604	2316411	1135751	1535611	4471155	486153	168505	1088879	4439950	235373	567282	1142962	4348656	4348654	4439783	350279	276339	1132926	976872	1125018	146805	4324063	139277	804657	645468	241895	1422	1426	3578609	3694371	366545	4304568	4324064	249433
k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Pelodictyon; s__phaeoclathratiforme	132219
k__Bacteria; p__Dictyoglomi; c__Dictyoglomia; o__Dictyoglomales; f__Dictyoglomaceae; g__Dictyoglomus; s__turgidum	3623950
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__	957408	985663	989121	4417516	207957	234041	216317	1044938	775023	924488	40517	544773	388960	993585	278210	4203055	513796	4269868	1042509	279091	3341679	593915	578951	1904267	363705	2685753	1104926	932291
